"","Operetta_well","source","layout_type","line","source_line","systematic","ANCvsEVO","rank_by_","X96_plate","X96_well","medium","plasmid","background","mutation","mutation_size","Filename","DAPI_stock","Alexa_stock","type","mutants_per_plate","replicates_per_plate","fixing","cellwall_stain","DAPI._stain","screen","staining_with_glass_bead","culture_with_glass_beads","comment"
"1","A01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"2","A02","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"3","A03","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"4","A04","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"5","A05","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"6","A06","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"7","A07","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"8","A08","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"9","A09","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"10","A10","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"11","A11","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"12","A12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"13","B01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"14","B02","morph-fitness-pl1","m13_layout","M1a","morph-fitness-pl1_M1a","YDR226W","ancestor","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"15","B03","morph-fitness-pl1","m13_layout","M1a","morph-fitness-pl1_M1a","YDR226W","ancestor","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"16","B04","morph-fitness-pl1","m13_layout","M1a","morph-fitness-pl1_M1a","YDR226W","ancestor","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"17","B05","morph-fitness-pl1","m13_layout","M1a","morph-fitness-pl1_M1a","YDR226W","ancestor","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"18","B06","morph-fitness-pl1","m13_layout","M1a","morph-fitness-pl1_M1a","YDR226W","ancestor","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"19","B07","morph-fitness-pl1","m13_layout","M1e-1","morph-fitness-pl1_M1e-1","YDR226W","evolved_1","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"20","B08","morph-fitness-pl1","m13_layout","M1e-1","morph-fitness-pl1_M1e-1","YDR226W","evolved_1","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"21","B09","morph-fitness-pl1","m13_layout","M1e-1","morph-fitness-pl1_M1e-1","YDR226W","evolved_1","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"22","B10","morph-fitness-pl1","m13_layout","M1e-1","morph-fitness-pl1_M1e-1","YDR226W","evolved_1","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"23","B11","morph-fitness-pl1","m13_layout","M1e-1","morph-fitness-pl1_M1e-1","YDR226W","evolved_1","1","2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"24","B12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"25","C01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"26","C02","morph-fitness-pl1","m13_layout","M1e-2","morph-fitness-pl1_M1e-2","YDR226W","evolved_2",NA,"2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"27","C03","morph-fitness-pl1","m13_layout","M1e-2","morph-fitness-pl1_M1e-2","YDR226W","evolved_2",NA,"2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"28","C04","morph-fitness-pl1","m13_layout","M1e-2","morph-fitness-pl1_M1e-2","YDR226W","evolved_2",NA,"2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"29","C05","morph-fitness-pl1","m13_layout","M1e-2","morph-fitness-pl1_M1e-2","YDR226W","evolved_2",NA,"2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"30","C06","morph-fitness-pl1","m13_layout","M1e-2","morph-fitness-pl1_M1e-2","YDR226W","evolved_2",NA,"2C","H4","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"31","C07","morph-fitness-pl1","m13_layout","M2a","morph-fitness-pl1_M2a","YGL105W","ancestor","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"32","C08","morph-fitness-pl1","m13_layout","M2a","morph-fitness-pl1_M2a","YGL105W","ancestor","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"33","C09","morph-fitness-pl1","m13_layout","M2a","morph-fitness-pl1_M2a","YGL105W","ancestor","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"34","C10","morph-fitness-pl1","m13_layout","M2a","morph-fitness-pl1_M2a","YGL105W","ancestor","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"35","C11","morph-fitness-pl1","m13_layout","M2a","morph-fitness-pl1_M2a","YGL105W","ancestor","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"36","C12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"37","D01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"38","D02","morph-fitness-pl1","m13_layout","M2e-1","morph-fitness-pl1_M2e-1","YGL105W","evolved_1","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"39","D03","morph-fitness-pl1","m13_layout","M2e-1","morph-fitness-pl1_M2e-1","YGL105W","evolved_1","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"40","D04","morph-fitness-pl1","m13_layout","M2e-1","morph-fitness-pl1_M2e-1","YGL105W","evolved_1","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"41","D05","morph-fitness-pl1","m13_layout","M2e-1","morph-fitness-pl1_M2e-1","YGL105W","evolved_1","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"42","D06","morph-fitness-pl1","m13_layout","M2e-1","morph-fitness-pl1_M2e-1","YGL105W","evolved_1","1","5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"43","D07","morph-fitness-pl1","m13_layout","M2e-2","morph-fitness-pl1_M2e-2","YGL105W","evolved_2",NA,"5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"44","D08","morph-fitness-pl1","m13_layout","M2e-2","morph-fitness-pl1_M2e-2","YGL105W","evolved_2",NA,"5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"45","D09","morph-fitness-pl1","m13_layout","M2e-2","morph-fitness-pl1_M2e-2","YGL105W","evolved_2",NA,"5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"46","D10","morph-fitness-pl1","m13_layout","M2e-2","morph-fitness-pl1_M2e-2","YGL105W","evolved_2",NA,"5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"47","D11","morph-fitness-pl1","m13_layout","M2e-2","morph-fitness-pl1_M2e-2","YGL105W","evolved_2",NA,"5C","G5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"48","D12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"49","E01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"50","E02","morph-fitness-pl1","m13_layout","M3a","morph-fitness-pl1_M3a","YNL059C","ancestor","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"51","E03","morph-fitness-pl1","m13_layout","M3a","morph-fitness-pl1_M3a","YNL059C","ancestor","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"52","E04","morph-fitness-pl1","m13_layout","M3a","morph-fitness-pl1_M3a","YNL059C","ancestor","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"53","E05","morph-fitness-pl1","m13_layout","M3a","morph-fitness-pl1_M3a","YNL059C","ancestor","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"54","E06","morph-fitness-pl1","m13_layout","M3a","morph-fitness-pl1_M3a","YNL059C","ancestor","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"55","E07","morph-fitness-pl1","m13_layout","M3e-1","morph-fitness-pl1_M3e-1","YNL059C","evolved_1","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"56","E08","morph-fitness-pl1","m13_layout","M3e-1","morph-fitness-pl1_M3e-1","YNL059C","evolved_1","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"57","E09","morph-fitness-pl1","m13_layout","M3e-1","morph-fitness-pl1_M3e-1","YNL059C","evolved_1","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"58","E10","morph-fitness-pl1","m13_layout","M3e-1","morph-fitness-pl1_M3e-1","YNL059C","evolved_1","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"59","E11","morph-fitness-pl1","m13_layout","M3e-1","morph-fitness-pl1_M3e-1","YNL059C","evolved_1","1","6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"60","E12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"61","F01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"62","F02","morph-fitness-pl1","m13_layout","M3e-2","morph-fitness-pl1_M3e-2","YNL059C","evolved_2",NA,"6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"63","F03","morph-fitness-pl1","m13_layout","M3e-2","morph-fitness-pl1_M3e-2","YNL059C","evolved_2",NA,"6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"64","F04","morph-fitness-pl1","m13_layout","M3e-2","morph-fitness-pl1_M3e-2","YNL059C","evolved_2",NA,"6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"65","F05","morph-fitness-pl1","m13_layout","M3e-2","morph-fitness-pl1_M3e-2","YNL059C","evolved_2",NA,"6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"66","F06","morph-fitness-pl1","m13_layout","M3e-2","morph-fitness-pl1_M3e-2","YNL059C","evolved_2",NA,"6B","G12","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"67","F07","morph-fitness-pl1","m13_layout","WTa","morph-fitness-pl1_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"68","F08","morph-fitness-pl1","m13_layout","WTa","morph-fitness-pl1_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"69","F09","morph-fitness-pl1","m13_layout","WTa","morph-fitness-pl1_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"70","F10","morph-fitness-pl1","m13_layout","WTa","morph-fitness-pl1_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"71","F11","morph-fitness-pl1","m13_layout","WTa","morph-fitness-pl1_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"72","F12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"73","G01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"74","G02","morph-fitness-pl1","m13_layout","WTe-1","morph-fitness-pl1_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"75","G03","morph-fitness-pl1","m13_layout","WTe-1","morph-fitness-pl1_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"76","G04","morph-fitness-pl1","m13_layout","WTe-1","morph-fitness-pl1_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"77","G05","morph-fitness-pl1","m13_layout","WTe-1","morph-fitness-pl1_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"78","G06","morph-fitness-pl1","m13_layout","WTe-1","morph-fitness-pl1_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"79","G07","morph-fitness-pl1","m13_layout","WTe-2","morph-fitness-pl1_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"80","G08","morph-fitness-pl1","m13_layout","WTe-2","morph-fitness-pl1_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"81","G09","morph-fitness-pl1","m13_layout","WTe-2","morph-fitness-pl1_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"82","G10","morph-fitness-pl1","m13_layout","WTe-2","morph-fitness-pl1_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"83","G11","morph-fitness-pl1","m13_layout","WTe-2","morph-fitness-pl1_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"84","G12","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"85","H01","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"86","H02","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
"87","H03","morph-fitness-pl1","m13_layout","BLANK","morph-fitness-pl1_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170621_morphology_plate1_m13__2017-06-21T13_32_06-Measurement1",20170208,20170608,"epifluor",3,5,20170620,20170620,20170621,20170621,0,0,""
