"","Operetta_well","source","layout_type","line","source_line","systematic","ANCvsEVO","rank_by_","X96_plate","X96_well","medium","plasmid","background","mutation","mutation_size","Filename","DAPI_stock","Alexa_stock","type","mutants_per_plate","replicates_per_plate","fixing","cellwall_stain","DAPI._stain","screen","staining_with_glass_bead","culture_with_glass_beads","comment"
"1454","B02","morph-fitness-pl8","m46_layout","M4a","morph-fitness-pl8_M4a","YLR320W","ancestor","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1455","B03","morph-fitness-pl8","m46_layout","M4a","morph-fitness-pl8_M4a","YLR320W","ancestor","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1456","B04","morph-fitness-pl8","m46_layout","M4a","morph-fitness-pl8_M4a","YLR320W","ancestor","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1457","B05","morph-fitness-pl8","m46_layout","M4a","morph-fitness-pl8_M4a","YLR320W","ancestor","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1458","B06","morph-fitness-pl8","m46_layout","M4a","morph-fitness-pl8_M4a","YLR320W","ancestor","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1459","B07","morph-fitness-pl8","m46_layout","M4e-1","morph-fitness-pl8_M4e-1","YLR320W","evolved_1","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1460","B08","morph-fitness-pl8","m46_layout","M4e-1","morph-fitness-pl8_M4e-1","YLR320W","evolved_1","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1461","B09","morph-fitness-pl8","m46_layout","M4e-1","morph-fitness-pl8_M4e-1","YLR320W","evolved_1","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1462","B10","morph-fitness-pl8","m46_layout","M4e-1","morph-fitness-pl8_M4e-1","YLR320W","evolved_1","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1463","B11","morph-fitness-pl8","m46_layout","M4e-1","morph-fitness-pl8_M4e-1","YLR320W","evolved_1","1","2C","A5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1464","B12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1465","C01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1466","C02","morph-fitness-pl8","m46_layout","M4e-2","morph-fitness-pl8_M4e-2","YLR320W","evolved_2","2","2A","E7","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1467","C03","morph-fitness-pl8","m46_layout","M4e-2","morph-fitness-pl8_M4e-2","YLR320W","evolved_2","2","2A","E7","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1468","C04","morph-fitness-pl8","m46_layout","M4e-2","morph-fitness-pl8_M4e-2","YLR320W","evolved_2","2","2A","E7","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1469","C05","morph-fitness-pl8","m46_layout","M4e-2","morph-fitness-pl8_M4e-2","YLR320W","evolved_2","2","2A","E7","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1470","C06","morph-fitness-pl8","m46_layout","M4e-2","morph-fitness-pl8_M4e-2","YLR320W","evolved_2","2","2A","E7","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1471","C07","morph-fitness-pl8","m46_layout","M5a","morph-fitness-pl8_M5a","YMR224C","ancestor","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1472","C08","morph-fitness-pl8","m46_layout","M5a","morph-fitness-pl8_M5a","YMR224C","ancestor","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1473","C09","morph-fitness-pl8","m46_layout","M5a","morph-fitness-pl8_M5a","YMR224C","ancestor","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1474","C10","morph-fitness-pl8","m46_layout","M5a","morph-fitness-pl8_M5a","YMR224C","ancestor","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1475","C11","morph-fitness-pl8","m46_layout","M5a","morph-fitness-pl8_M5a","YMR224C","ancestor","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1476","C12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1477","D01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1478","D02","morph-fitness-pl8","m46_layout","M5e-1","morph-fitness-pl8_M5e-1","YMR224C","evolved_1","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1479","D03","morph-fitness-pl8","m46_layout","M5e-1","morph-fitness-pl8_M5e-1","YMR224C","evolved_1","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1480","D04","morph-fitness-pl8","m46_layout","M5e-1","morph-fitness-pl8_M5e-1","YMR224C","evolved_1","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1481","D05","morph-fitness-pl8","m46_layout","M5e-1","morph-fitness-pl8_M5e-1","YMR224C","evolved_1","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1482","D06","morph-fitness-pl8","m46_layout","M5e-1","morph-fitness-pl8_M5e-1","YMR224C","evolved_1","1","1A","H5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1483","D07","morph-fitness-pl8","m46_layout","M5e-2","morph-fitness-pl8_M5e-2","YMR224C","evolved_2","2","1A","B4","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1484","D08","morph-fitness-pl8","m46_layout","M5e-2","morph-fitness-pl8_M5e-2","YMR224C","evolved_2","2","1A","B4","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1485","D09","morph-fitness-pl8","m46_layout","M5e-2","morph-fitness-pl8_M5e-2","YMR224C","evolved_2","2","1A","B4","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1486","D10","morph-fitness-pl8","m46_layout","M5e-2","morph-fitness-pl8_M5e-2","YMR224C","evolved_2","2","1A","B4","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1487","D11","morph-fitness-pl8","m46_layout","M5e-2","morph-fitness-pl8_M5e-2","YMR224C","evolved_2","2","1A","B4","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1488","D12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1489","E01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1490","E02","morph-fitness-pl8","m46_layout","M6a","morph-fitness-pl8_M6a","YNL005C","ancestor","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1491","E03","morph-fitness-pl8","m46_layout","M6a","morph-fitness-pl8_M6a","YNL005C","ancestor","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1492","E04","morph-fitness-pl8","m46_layout","M6a","morph-fitness-pl8_M6a","YNL005C","ancestor","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1493","E05","morph-fitness-pl8","m46_layout","M6a","morph-fitness-pl8_M6a","YNL005C","ancestor","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1494","E06","morph-fitness-pl8","m46_layout","M6a","morph-fitness-pl8_M6a","YNL005C","ancestor","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1495","E07","morph-fitness-pl8","m46_layout","M6e-1","morph-fitness-pl8_M6e-1","YNL005C","evolved_1","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1496","E08","morph-fitness-pl8","m46_layout","M6e-1","morph-fitness-pl8_M6e-1","YNL005C","evolved_1","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1497","E09","morph-fitness-pl8","m46_layout","M6e-1","morph-fitness-pl8_M6e-1","YNL005C","evolved_1","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1498","E10","morph-fitness-pl8","m46_layout","M6e-1","morph-fitness-pl8_M6e-1","YNL005C","evolved_1","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1499","E11","morph-fitness-pl8","m46_layout","M6e-1","morph-fitness-pl8_M6e-1","YNL005C","evolved_1","1","4B","D11","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1500","E12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1501","F01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1502","F02","morph-fitness-pl8","m46_layout","M6e-2","morph-fitness-pl8_M6e-2","YNL005C","evolved_2","2","4C","B10","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1503","F03","morph-fitness-pl8","m46_layout","M6e-2","morph-fitness-pl8_M6e-2","YNL005C","evolved_2","2","4C","B10","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1504","F04","morph-fitness-pl8","m46_layout","M6e-2","morph-fitness-pl8_M6e-2","YNL005C","evolved_2","2","4C","B10","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1505","F05","morph-fitness-pl8","m46_layout","M6e-2","morph-fitness-pl8_M6e-2","YNL005C","evolved_2","2","4C","B10","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1506","F06","morph-fitness-pl8","m46_layout","M6e-2","morph-fitness-pl8_M6e-2","YNL005C","evolved_2","2","4C","B10","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1507","F07","morph-fitness-pl8","m46_layout","WTa","morph-fitness-pl8_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1508","F08","morph-fitness-pl8","m46_layout","WTa","morph-fitness-pl8_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1509","F09","morph-fitness-pl8","m46_layout","WTa","morph-fitness-pl8_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1510","F10","morph-fitness-pl8","m46_layout","WTa","morph-fitness-pl8_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1511","F11","morph-fitness-pl8","m46_layout","WTa","morph-fitness-pl8_WTa","YOR202W","ancestor","1","Y75","tube","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1512","F12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1513","G01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1514","G02","morph-fitness-pl8","m46_layout","WTe-1","morph-fitness-pl8_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1515","G03","morph-fitness-pl8","m46_layout","WTe-1","morph-fitness-pl8_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1516","G04","morph-fitness-pl8","m46_layout","WTe-1","morph-fitness-pl8_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1517","G05","morph-fitness-pl8","m46_layout","WTe-1","morph-fitness-pl8_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1518","G06","morph-fitness-pl8","m46_layout","WTe-1","morph-fitness-pl8_WTe-1","YOR202W","evolved_1","1","2A","D3","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1519","G07","morph-fitness-pl8","m46_layout","WTe-2","morph-fitness-pl8_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1520","G08","morph-fitness-pl8","m46_layout","WTe-2","morph-fitness-pl8_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1521","G09","morph-fitness-pl8","m46_layout","WTe-2","morph-fitness-pl8_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1522","G10","morph-fitness-pl8","m46_layout","WTe-2","morph-fitness-pl8_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1523","G11","morph-fitness-pl8","m46_layout","WTe-2","morph-fitness-pl8_WTe-2","YOR202W","evolved_2","2","2A","D5","YPD","none","BY4741",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1524","G12","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1525","H01","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1526","H02","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1527","H03","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1528","H04","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1529","H05","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1530","H06","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1531","H07","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1532","H08","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1533","H09","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1534","H10","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
"1535","H11","morph-fitness-pl8","m46_layout","BLANK","morph-fitness-pl8_BLANK","BLANK","BLANK","BLANK","BLANK","BLANK","YPD","BLANK","BLANK",NA,NA,"170629_morphology_plate8_m46__2017-06-29T15_22_29-Measurement1\",20170208,20170621,"epifluor",3,5,20170628,20170628,20170629,20170629,0,0,"m5 very few cells"
